,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
2304,3145600045,2/25/2015,302000.0,6,2.0,2650,4621,1.5,0.0,0.0,3,8,2650,0.0,1911,0.0,98118,47.5543,-122.275,1640,4879
2305,7183000070,8/21/2014,369160.0,4,2.25,2120,9680,2.0,0.0,2.0,4,8,2120,0.0,1965,0.0,98003,47.3367,-122.33200000000001,2360,9647
2308,2724069117,11/14/2014,380000.0,6,2.0,1870,6969,1.0,0.0,0.0,4,7,1870,0.0,1968,0.0,98027,47.5342,-122.036,1500,6969
2310,943100262,10/30/2014,260000.0,3,1.0,1190,11120,1.0,0.0,0.0,3,6,1190,0.0,1947,0.0,98024,47.5687,-121.898,1230,12720
2311,3810000465,5/20/2014,243000.0,2,1.0,1770,5522,1.5,0.0,0.0,4,7,960,810.0,1943,0.0,98178,47.4974,-122.23100000000001,1830,7378
2316,2128000160,12/4/2014,429000.0,4,1.75,2160,7700,2.0,0.0,0.0,2,8,2160,0.0,1977,0.0,98033,47.6976,-122.169,2080,7700
2322,2203500570,2/17/2015,437000.0,4,1.75,1700,10642,1.0,0.0,0.0,4,7,850,850.0,1954,0.0,98006,47.5674,-122.14200000000001,1610,11200
2323,3634100030,1/9/2015,270000.0,4,2.0,1830,5220,1.5,0.0,0.0,3,7,1830,0.0,1951,0.0,98118,47.5331,-122.27799999999999,1760,5757
2324,2599200830,7/16/2014,226740.0,3,1.5,1410,8800,1.0,0.0,0.0,4,7,1410,0.0,1965,0.0,98092,47.2927,-122.18299999999999,2180,10108
2326,2320069083,11/25/2014,283000.0,3,2.0,1820,15068,2.0,0.0,2.0,3,7,1520,300.0,1920,0.0,98022,47.2103,-121.999,1490,9589
2328,7454000030,8/16/2014,250000.0,2,1.0,740,6840,1.0,0.0,0.0,5,6,740,0.0,1942,0.0,98126,47.5172,-122.375,740,6840
2329,7454001090,3/9/2015,307000.0,3,1.0,770,6552,1.0,0.0,0.0,3,6,670,100.0,1942,0.0,98146,47.5133,-122.37200000000001,920,7200
2330,2944500340,7/21/2014,315000.0,4,2.75,2200,8580,1.0,0.0,0.0,3,8,1860,340.0,1991,0.0,98023,47.295,-122.37,2290,7816
2332,2796100640,4/24/2015,264900.0,4,2.5,2040,7000,1.0,0.0,0.0,3,7,1250,790.0,1979,0.0,98031,47.4056,-122.176,1900,7378
2334,2333230270,8/14/2014,328000.0,4,2.5,1990,3980,2.0,0.0,0.0,3,7,1990,0.0,2002,0.0,98058,47.4445,-122.17,1990,4373
2335,5104510340,5/4/2015,358000.0,4,2.5,1830,7308,2.0,0.0,0.0,3,7,1830,0.0,2002,0.0,98038,47.3565,-122.015,1830,5692
2336,2517000700,4/21/2015,325000.0,3,2.5,2540,4260,2.0,0.0,0.0,3,7,2540,0.0,2005,0.0,98042,47.3989,-122.164,2190,4260
2338,5556800260,3/5/2015,230000.0,4,2.0,1440,10800,1.0,0.0,0.0,4,7,1440,0.0,1967,0.0,98001,47.3417,-122.28299999999999,1190,7380
2345,476000335,12/17/2014,430000.0,2,1.5,1320,1194,3.0,0.0,0.0,3,7,1320,0.0,2001,0.0,98107,47.6704,-122.39,1320,1250
2346,251300260,5/15/2014,255000.0,4,2.5,2070,7800,2.0,0.0,0.0,3,8,2070,0.0,1989,0.0,98003,47.3487,-122.315,1950,7815
2348,3298201170,11/10/2014,350000.0,3,1.0,940,7811,1.0,0.0,0.0,3,6,940,0.0,1959,0.0,98008,47.6195,-122.118,1180,7490
2350,7229700105,4/24/2015,172500.0,2,2.0,1510,20685,1.0,0.0,0.0,2,6,1250,260.0,1958,0.0,98059,47.481,-122.116,1490,29527
2355,243000335,9/29/2014,305000.0,4,1.0,1560,8450,1.5,0.0,0.0,4,6,1560,0.0,1954,0.0,98166,47.4552,-122.354,1380,8100
2356,7760400350,12/5/2014,232000.0,3,2.0,1280,13356,1.0,0.0,0.0,3,7,1280,0.0,1994,0.0,98042,47.3715,-122.074,1590,8071
2357,128500260,5/8/2014,262000.0,4,2.5,2020,6236,2.0,0.0,0.0,3,7,2020,0.0,2002,0.0,98001,47.2796,-122.24700000000001,1940,5076
2358,1697000370,3/25/2015,234000.0,3,1.0,1040,8122,1.0,0.0,0.0,5,7,1040,0.0,1971,0.0,98198,47.3731,-122.31200000000001,1470,8676
2360,1218000030,8/27/2014,278000.0,3,1.0,860,7632,1.0,0.0,0.0,3,6,860,0.0,1920,0.0,98166,47.4623,-122.345,890,7632
2361,6099400140,9/4/2014,230000.0,5,1.0,1920,19040,1.0,0.0,0.0,3,7,1160,760.0,1961,0.0,98168,47.4756,-122.294,1920,11520
2363,7304300570,5/19/2014,366500.0,4,2.75,2070,9300,1.0,0.0,0.0,5,7,1120,950.0,1945,0.0,98155,47.7416,-122.32,1010,8308
2370,9371700125,5/28/2014,254000.0,2,1.0,1060,8187,1.0,0.0,0.0,4,6,1060,0.0,1952,0.0,98133,47.7508,-122.34899999999999,1260,8188
2374,303000445,5/23/2014,175000.0,2,1.0,1300,44431,1.0,0.0,0.0,5,6,1300,0.0,1958,0.0,98001,47.327,-122.26700000000001,1470,14850
2375,7857003505,9/9/2014,437000.0,5,2.0,2190,8316,1.0,0.0,0.0,3,7,1390,800.0,1961,0.0,98108,47.5488,-122.29799999999999,2010,8316
2377,3831200200,4/20/2015,172040.0,3,2.25,1710,7134,1.0,0.0,0.0,4,7,1130,580.0,1979,0.0,98031,47.3911,-122.191,1790,7455
2378,4123830070,12/24/2014,363000.0,3,2.0,1750,7000,1.0,0.0,0.0,3,8,1750,0.0,1993,0.0,98038,47.3693,-122.041,1840,6969
2379,8946750140,4/30/2015,282000.0,3,2.25,1552,3600,2.0,0.0,0.0,3,7,1552,0.0,2012,0.0,98092,47.3198,-122.178,1677,3600
2380,7129300400,8/14/2014,400000.0,6,2.0,2350,6554,2.0,0.0,1.0,3,8,2000,350.0,1905,0.0,98178,47.5115,-122.256,1560,6554
2382,621069074,6/3/2014,365000.0,3,2.5,1720,99916,2.0,0.0,0.0,4,7,1720,0.0,1990,0.0,98042,47.3391,-122.09299999999999,1340,73180
2383,7879600070,10/24/2014,269950.0,4,2.5,1960,7230,2.0,0.0,0.0,3,8,1960,0.0,2002,0.0,98023,47.2855,-122.36,1850,7208
2384,6151800486,7/18/2014,260000.0,2,1.0,1270,19602,1.0,0.0,0.0,3,6,1270,0.0,1977,0.0,98010,47.3375,-122.04799999999999,1270,17699
2385,8581200160,10/24/2014,193000.0,3,1.5,1180,7000,1.0,0.0,0.0,4,7,1180,0.0,1977,0.0,98023,47.2959,-122.37299999999999,1630,7500
2386,2395710070,7/25/2014,340000.0,4,2.25,2230,6791,2.0,0.0,0.0,3,8,2230,0.0,2005,0.0,98038,47.3769,-122.02799999999999,2420,6297
2388,8856920070,10/21/2014,371000.0,3,2.5,2150,8361,2.0,0.0,0.0,3,8,2150,0.0,1991,0.0,98058,47.4627,-122.12899999999999,2150,9368
2390,798000342,8/15/2014,300000.0,3,2.5,1830,12750,2.0,0.0,0.0,3,7,1830,0.0,1991,0.0,98168,47.5003,-122.32799999999999,1610,10000
2392,5205000400,10/22/2014,299500.0,3,2.5,2090,7163,2.0,0.0,0.0,3,8,2090,0.0,1989,0.0,98003,47.2735,-122.295,2320,8634
2394,4302700445,9/23/2014,335000.0,4,1.75,1670,9472,1.0,0.0,0.0,3,7,1100,570.0,1960,0.0,98106,47.5299,-122.35700000000001,1080,5195
2395,2413300240,11/10/2014,280000.0,4,2.25,1990,7350,1.0,0.0,0.0,4,8,1180,810.0,1978,0.0,98003,47.3258,-122.32799999999999,2030,7210
2398,3336000791,4/7/2015,325000.0,3,1.0,950,4500,1.0,0.0,0.0,4,6,950,0.0,1943,0.0,98118,47.5273,-122.265,1140,4500
2400,8856970570,10/27/2014,322500.0,4,2.5,1940,7107,2.0,0.0,0.0,3,7,1940,0.0,2000,0.0,98038,47.3843,-122.03200000000001,1850,5705
2404,8856004400,9/2/2014,235000.0,4,1.0,1610,24000,1.5,0.0,0.0,3,6,1610,0.0,1947,0.0,98001,47.2751,-122.25200000000001,1270,9600
2407,1088000030,12/3/2014,435000.0,4,2.25,1990,8548,2.0,0.0,0.0,3,8,1990,0.0,1973,0.0,98033,47.667,-122.178,2320,8926
2408,1545800640,6/18/2014,242000.0,3,2.0,1260,8092,1.0,0.0,0.0,3,7,1260,0.0,1986,0.0,98038,47.3635,-122.054,1950,8092
2412,7696600240,10/23/2014,165000.0,3,1.5,1280,7742,1.0,0.0,0.0,3,7,1280,0.0,1973,0.0,98001,47.3323,-122.27600000000001,1566,7696
2413,3904100106,4/27/2015,335000.0,3,1.0,2320,6750,1.0,0.0,0.0,3,7,1160,1160.0,1960,0.0,98118,47.5327,-122.27600000000001,1230,6075
2414,7849201600,7/24/2014,286700.0,3,1.0,1220,6600,1.0,0.0,0.0,3,6,1220,0.0,1958,0.0,98065,47.5297,-121.82700000000001,1100,6600
2416,2221000070,3/27/2015,280000.0,3,1.75,1590,7280,1.0,0.0,0.0,3,7,1140,450.0,1974,0.0,98058,47.4288,-122.15299999999999,1590,9634
2424,705700140,9/19/2014,335000.0,3,2.5,1700,6698,2.0,0.0,0.0,3,7,1700,0.0,1997,0.0,98038,47.3826,-122.02799999999999,2190,7346
2426,5137200140,3/25/2015,350000.0,4,2.75,2990,11210,1.0,0.0,1.0,4,8,1880,1110.0,1977,0.0,98023,47.3357,-122.336,2790,9858
2428,4024101052,12/17/2014,305500.0,3,1.0,1240,6090,1.0,0.0,0.0,4,7,1240,0.0,1950,0.0,98155,47.7542,-122.307,1550,9096
2429,1726069051,5/23/2014,306000.0,2,1.0,780,13500,1.0,0.0,0.0,4,7,780,0.0,1946,1989.0,98077,47.7383,-122.074,2200,67518
2430,6300000693,12/2/2014,233000.0,2,2.25,850,1656,2.0,0.0,0.0,3,8,850,0.0,2001,0.0,98133,47.7064,-122.344,850,1312
2433,7878400135,11/20/2014,355000.0,3,2.25,2550,9674,1.0,0.0,0.0,3,7,1850,700.0,1959,0.0,98178,47.4856,-122.24700000000001,2240,9674
2434,2597710070,4/2/2015,360000.0,2,2.0,1770,7607,1.0,0.0,0.0,4,8,1770,0.0,1987,0.0,98058,47.4287,-122.163,2090,7109
2437,3278601940,8/6/2014,349950.0,2,3.25,1570,2031,2.0,0.0,0.0,3,8,1310,260.0,2006,0.0,98126,47.548,-122.375,1570,2039
2439,1163100070,12/17/2014,355950.0,4,2.5,1960,8540,1.0,0.0,0.0,3,7,1220,740.0,1955,0.0,98177,47.7654,-122.359,1910,9120
2443,3893100327,7/23/2014,355000.0,3,1.0,940,8512,1.0,0.0,0.0,4,7,940,0.0,1967,0.0,98033,47.7002,-122.191,1060,8512
2445,7206900075,8/18/2014,200000.0,5,1.75,1770,15525,1.0,0.0,0.0,4,7,1770,0.0,1959,0.0,98059,47.5025,-122.14200000000001,1370,10395
2448,7436300160,6/25/2014,409900.0,2,2.5,1590,1845,2.0,0.0,0.0,3,9,1590,0.0,1997,0.0,98033,47.6897,-122.175,2320,3174
2449,7896300070,5/1/2015,265000.0,4,1.0,1290,6034,1.0,0.0,0.0,3,6,1050,240.0,1950,0.0,98118,47.5223,-122.286,1060,6034
2451,2111010340,6/12/2014,306000.0,4,2.5,2490,8124,2.0,0.0,0.0,3,7,2490,0.0,2001,0.0,98092,47.3347,-122.17,2760,6300
2452,7852150140,10/7/2014,381000.0,3,2.5,1470,3999,2.0,0.0,0.0,3,7,1470,0.0,2003,0.0,98065,47.5328,-121.87100000000001,1960,4444
2455,5220300140,9/3/2014,408000.0,2,1.0,810,7440,1.0,0.0,0.0,5,6,810,0.0,1948,0.0,98133,47.7346,-122.352,830,7500
2461,5028600550,12/29/2014,262000.0,3,1.75,1320,6530,1.0,0.0,0.0,4,7,1320,0.0,1989,0.0,98023,47.2871,-122.354,1620,6817
2462,1471630160,4/23/2015,353000.0,3,2.0,1210,14499,1.0,0.0,0.0,3,7,1210,0.0,1984,0.0,98045,47.4705,-121.75399999999999,1570,15360
2465,6654700240,4/8/2015,332000.0,4,2.5,1980,6566,2.0,0.0,0.0,3,8,1980,0.0,2004,0.0,98042,47.3809,-122.09700000000001,2590,6999
2467,7548300326,2/20/2015,290000.0,4,2.0,1660,4788,1.0,0.0,0.0,3,7,1660,0.0,1968,0.0,98144,47.5878,-122.31200000000001,1150,5000
2473,6414600260,10/30/2014,345000.0,2,1.0,970,10423,1.0,0.0,0.0,3,7,970,0.0,1947,0.0,98133,47.7252,-122.331,1200,7857
2474,2620069195,11/4/2014,340000.0,4,1.75,2140,11651,2.5,0.0,0.0,3,8,2140,0.0,1930,2001.0,98022,47.19600000000001,-122.006,2030,10978
2476,4358700186,12/11/2014,275000.0,3,2.25,1260,1488,3.0,0.0,0.0,3,7,1260,0.0,2009,0.0,98133,47.7071,-122.336,1190,1095
2477,259600560,8/27/2014,405000.0,3,1.0,1220,7771,1.0,0.0,0.0,3,7,1220,0.0,1963,0.0,98008,47.6326,-122.119,1420,7674
2478,2634500070,1/16/2015,432500.0,3,2.0,1720,8145,2.0,0.0,0.0,5,7,1720,0.0,1949,0.0,98155,47.7393,-122.325,1400,8138
2479,7186800105,1/12/2015,236500.0,4,1.0,2140,4217,1.5,0.0,0.0,3,6,1320,820.0,1925,0.0,98118,47.5484,-122.287,1720,5413
2482,7887200390,9/26/2014,294000.0,3,1.0,1320,9520,1.0,0.0,0.0,3,7,990,330.0,1953,0.0,98178,47.4857,-122.25299999999999,1460,10610
2483,2473390710,4/3/2015,340500.0,3,1.75,1810,10463,1.0,0.0,0.0,4,7,1810,0.0,1969,0.0,98058,47.4581,-122.162,1620,8551
2485,7525100520,5/2/2014,335000.0,2,2.0,1350,2560,1.0,0.0,0.0,3,8,1350,0.0,1976,0.0,98052,47.6344,-122.10700000000001,1790,2560
2486,6204200560,7/23/2014,425000.0,3,2.0,1540,8011,1.0,0.0,0.0,3,7,1540,0.0,1988,0.0,98011,47.7342,-122.20200000000001,1630,7141
2487,5416100160,2/10/2015,353000.0,3,2.5,2510,9240,2.0,0.0,0.0,4,8,2510,0.0,2001,0.0,98022,47.1896,-122.01299999999999,2690,9240
2490,4027701182,7/22/2014,339950.0,3,1.0,1320,11457,1.0,0.0,0.0,3,8,1320,0.0,1959,0.0,98028,47.7738,-122.26100000000001,1900,9800
2491,9407110710,11/7/2014,195000.0,3,1.75,1510,8400,1.0,0.0,0.0,2,7,980,530.0,1979,0.0,98045,47.4476,-121.771,1500,10125
2492,9407110710,2/26/2015,322000.0,3,1.75,1510,8400,1.0,0.0,0.0,2,7,980,530.0,1979,0.0,98045,47.4476,-121.771,1500,10125
2494,1000102,9/16/2014,280000.0,6,3.0,2400,9373,2.0,0.0,0.0,3,7,2400,0.0,1991,0.0,98002,47.3262,-122.214,2060,7316
2495,1000102,4/22/2015,300000.0,6,3.0,2400,9373,2.0,0.0,0.0,3,7,2400,0.0,1991,0.0,98002,47.3262,-122.214,2060,7316
2496,8945300200,8/15/2014,207500.0,3,1.0,1170,8816,1.0,0.0,0.0,4,6,1170,0.0,1966,0.0,98023,47.3059,-122.368,1200,9108
2497,7796600070,8/25/2014,195000.0,3,1.5,1190,8726,1.0,0.0,0.0,3,7,1190,0.0,1956,0.0,98146,47.4887,-122.34299999999999,1390,8741
2500,1781500435,8/20/2014,260000.0,3,1.75,1580,7344,1.0,0.0,0.0,5,7,1580,0.0,1911,0.0,98126,47.5256,-122.38,1580,6207
2503,1005000036,6/13/2014,285000.0,3,1.75,1840,8601,1.0,0.0,0.0,3,7,920,920.0,1905,2014.0,98118,47.5359,-122.27600000000001,1390,7452
2508,418000310,5/14/2014,155000.0,2,1.0,700,5200,1.0,0.0,0.0,5,6,700,0.0,1952,0.0,98056,47.4924,-122.175,1030,5200
2509,765000060,8/27/2014,342000.0,4,2.0,1570,11200,1.0,0.0,0.0,3,7,1120,450.0,1959,0.0,98011,47.7573,-122.21700000000001,1570,11200
2510,2126079046,4/7/2015,390000.0,3,1.75,1220,216332,1.0,0.0,0.0,3,7,1220,0.0,1981,0.0,98019,47.7224,-121.926,1540,61419
2513,133000070,9/16/2014,179900.0,2,1.0,680,6400,1.0,0.0,0.0,3,6,680,0.0,1943,0.0,98168,47.5136,-122.316,1240,7800
2515,6082400083,4/30/2015,166000.0,3,1.0,1010,11675,1.0,0.0,0.0,3,7,1010,0.0,1957,0.0,98168,47.4849,-122.301,1370,10042
2518,7228501580,1/16/2015,415000.0,3,1.0,1560,4500,1.5,0.0,0.0,3,7,1560,0.0,1903,0.0,98122,47.6118,-122.306,1660,4500
2519,6679000390,6/10/2014,269000.0,3,2.5,1560,4200,2.0,0.0,0.0,3,7,1560,0.0,2003,0.0,98038,47.3838,-122.02600000000001,1560,4200
2520,1822500160,12/12/2014,356500.0,4,2.5,2570,11473,2.0,0.0,0.0,3,8,2570,0.0,2008,0.0,98003,47.2809,-122.296,2430,5997
2521,6889000060,12/23/2014,225000.0,3,1.0,1010,7633,1.0,0.0,0.0,4,6,1010,0.0,1961,0.0,98198,47.3781,-122.314,1190,8386
2522,835000055,6/20/2014,175000.0,2,1.0,1020,5130,1.0,0.0,0.0,4,6,1020,0.0,1948,0.0,98002,47.301,-122.226,1200,6497
2527,3126049094,11/12/2014,392450.0,4,2.0,2195,2681,1.0,0.0,0.0,3,7,1060,1135.0,1912,0.0,98103,47.6965,-122.34200000000001,1710,1280
2529,1232000810,9/12/2014,340000.0,3,2.5,1400,4800,1.0,0.0,0.0,3,7,1200,200.0,1921,0.0,98117,47.6865,-122.37899999999999,1440,3840
2532,3996900295,12/14/2014,358000.0,2,1.0,1140,8340,1.0,0.0,0.0,3,7,1140,0.0,1948,0.0,98155,47.7448,-122.3,1030,8149
2535,2558650200,9/16/2014,419950.0,3,2.25,2280,8500,1.0,0.0,0.0,4,7,1680,600.0,1977,0.0,98034,47.7211,-122.166,1890,7700
2538,1862400517,8/13/2014,350000.0,3,2.0,1320,1298,3.0,0.0,0.0,3,7,1320,0.0,1995,0.0,98117,47.6959,-122.376,1380,1503
2540,5560000710,3/27/2015,210000.0,3,1.0,1040,8970,1.0,0.0,0.0,4,6,1040,0.0,1961,0.0,98023,47.3283,-122.337,1040,8450
2541,7215410320,3/11/2015,390000.0,3,2.5,2480,53250,2.0,0.0,0.0,3,9,2480,0.0,1990,0.0,98042,47.3323,-122.079,2510,36549
2542,3971700510,1/29/2015,336800.0,5,1.75,1830,16650,1.5,0.0,0.0,3,7,1610,220.0,1958,0.0,98155,47.7734,-122.315,1790,12743
2544,9542830160,12/18/2014,299900.0,4,2.5,1580,3632,2.0,0.0,0.0,3,7,1580,0.0,2011,0.0,98038,47.3672,-122.01899999999999,1950,3800
2546,3622059155,5/23/2014,235000.0,4,2.5,1810,39639,1.0,0.0,0.0,3,7,1230,580.0,1970,0.0,98042,47.3472,-122.11,1810,44866
2547,1687000240,12/10/2014,276000.0,3,2.5,2495,4400,2.0,0.0,0.0,3,8,2495,0.0,2007,0.0,98001,47.2877,-122.28299999999999,2434,4400
2548,4322300340,1/12/2015,265000.0,4,1.5,1740,12728,1.0,0.0,0.0,4,7,1180,560.0,1964,0.0,98003,47.2808,-122.3,1830,11125
2549,3797000830,5/30/2014,425000.0,3,1.75,1680,3000,1.0,0.0,2.0,4,6,840,840.0,1900,0.0,98103,47.68600000000001,-122.346,1540,3700
2550,4137060270,1/5/2015,313000.0,4,2.5,2460,10320,2.0,0.0,0.0,3,8,2460,0.0,1993,0.0,98092,47.2599,-122.215,2210,9024
2552,1312920060,12/12/2014,265000.0,3,2.25,1630,10969,2.0,0.0,0.0,3,7,1630,0.0,1991,0.0,98001,47.3305,-122.285,1410,7920
2554,2973800030,7/21/2014,175000.0,3,1.0,1030,6600,1.0,0.0,0.0,3,7,1030,0.0,1954,0.0,98146,47.4941,-122.34,1220,9040
2559,7796450340,12/5/2014,330000.0,4,2.5,2980,5674,2.0,0.0,0.0,3,8,2980,0.0,2003,0.0,98023,47.277,-122.34700000000001,2610,5495
2568,9510900710,5/13/2014,267345.0,4,2.25,2510,8165,1.0,0.0,0.0,4,7,1610,900.0,1972,0.0,98023,47.3092,-122.37200000000001,1940,8250
2569,1471620240,5/16/2014,275000.0,3,2.5,1480,15639,2.0,0.0,0.0,3,8,1480,0.0,1987,0.0,98045,47.4723,-121.74600000000001,1480,16454
2574,1099610260,8/26/2014,212000.0,4,1.75,1250,12705,1.0,0.0,0.0,4,7,1250,0.0,1971,0.0,98023,47.302,-122.382,1390,8550
2575,5420300270,8/13/2014,231500.0,4,2.25,2080,7526,1.0,0.0,0.0,4,7,1280,800.0,1985,0.0,98030,47.3762,-122.18299999999999,1200,7500
2577,1121059105,7/8/2014,378500.0,3,2.5,2860,43821,2.0,0.0,0.0,4,9,2860,0.0,1990,0.0,98092,47.3163,-122.14200000000001,2370,65340
2582,1437900350,10/27/2014,387000.0,3,1.5,1340,6500,1.0,0.0,0.0,3,7,1340,0.0,1972,0.0,98034,47.7168,-122.19200000000001,1620,7107
2583,1328300810,3/30/2015,347500.0,4,2.75,2290,7000,2.0,0.0,0.0,3,8,2290,0.0,1977,0.0,98058,47.4442,-122.12899999999999,2000,7200
2584,3990200125,7/11/2014,385000.0,3,2.0,1860,7400,1.0,0.0,0.0,3,8,930,0.0,1922,2004.0,98166,47.4598,-122.352,1640,8461
2585,7452500340,12/4/2014,265000.0,3,1.0,1080,4930,1.0,0.0,0.0,3,6,1080,0.0,1950,0.0,98126,47.5209,-122.374,1100,5950
2586,9215400075,4/22/2015,406000.0,3,1.0,960,5264,1.0,0.0,0.0,3,7,960,0.0,1953,0.0,98115,47.6805,-122.301,1140,5150
2588,3362900696,10/20/2014,415000.0,3,1.0,1500,3399,2.0,0.0,0.0,5,7,1300,200.0,1926,0.0,98103,47.6838,-122.352,1360,3588
2589,2558640340,5/27/2014,375000.0,3,1.75,1440,8775,1.0,0.0,0.0,3,7,1440,0.0,1973,0.0,98034,47.7231,-122.17,1790,7865
2591,538000390,10/28/2014,337500.0,5,2.5,2070,4698,2.0,0.0,0.0,3,7,2070,0.0,1999,0.0,98038,47.3539,-122.024,2010,4698
2593,8572900135,5/23/2014,399500.0,3,1.75,2420,12676,2.0,0.0,0.0,3,7,2420,0.0,1911,1986.0,98045,47.4943,-121.789,1210,6769
2595,2972300140,8/21/2014,352500.0,3,2.0,1920,33630,1.0,0.0,0.0,3,8,1920,0.0,1992,0.0,98056,47.4983,-122.167,2080,7505
2596,7697870350,6/17/2014,259000.0,3,2.0,1870,5909,1.0,0.0,0.0,3,7,1270,600.0,1986,0.0,98030,47.3665,-122.18299999999999,1870,7887
2597,7972601710,4/15/2015,320000.0,2,1.0,900,7620,1.0,0.0,0.0,3,7,900,0.0,1971,0.0,98106,47.5268,-122.34299999999999,1520,7620
2599,2464400340,6/25/2014,381500.0,2,1.0,900,2910,1.0,0.0,0.0,5,7,900,0.0,1924,0.0,98115,47.6859,-122.322,1320,2910
2600,8113101232,12/2/2014,343000.0,2,1.0,1180,9261,1.0,0.0,0.0,4,7,940,240.0,1957,0.0,98118,47.5492,-122.274,1700,6325
2601,5706500140,8/18/2014,205500.0,2,1.0,900,6400,1.0,0.0,0.0,5,6,900,0.0,1938,0.0,98022,47.2113,-121.992,1320,6400
2603,9476700135,3/19/2015,300000.0,3,1.75,1500,8352,1.0,0.0,2.0,5,6,750,750.0,1943,0.0,98056,47.4883,-122.191,1500,8447
2604,1926069035,7/22/2014,299000.0,2,1.0,1070,189486,1.0,0.0,0.0,3,6,1070,0.0,1942,0.0,98077,47.7199,-122.085,1970,60548
2608,1422300160,6/24/2014,379000.0,3,2.5,1740,30886,2.0,0.0,0.0,3,8,1740,0.0,1992,0.0,98045,47.46,-121.70700000000001,1740,39133
2609,2946000751,7/24/2014,230000.0,3,1.0,1300,14000,1.0,0.0,0.0,4,7,1300,0.0,1958,0.0,98198,47.4213,-122.322,1390,8750
2610,1796250140,3/10/2015,399950.0,3,2.5,2000,30605,2.0,0.0,0.0,4,8,2000,0.0,1989,0.0,98042,47.3442,-122.06200000000001,1930,35350
2611,6699001200,5/7/2015,355000.0,5,2.5,3220,5806,2.0,0.0,0.0,3,8,3220,0.0,2002,0.0,98042,47.3714,-122.103,2760,5813
2614,3210400340,5/6/2014,279900.0,3,1.75,1580,8151,1.0,0.0,1.0,4,7,1100,480.0,1962,0.0,98198,47.3672,-122.31200000000001,1650,8151
2615,179003055,11/13/2014,210000.0,3,1.0,1200,7500,1.0,0.0,0.0,3,6,1200,0.0,1905,1989.0,98178,47.4921,-122.275,1010,7000
2617,1723059050,6/11/2014,290300.0,2,1.0,860,3874,1.0,0.0,0.0,4,6,860,0.0,1931,0.0,98055,47.4836,-122.204,1400,5106
2621,6300500505,7/14/2014,359950.0,3,1.0,1400,4980,1.0,0.0,0.0,3,6,950,450.0,1943,0.0,98133,47.7041,-122.34,990,4980
2628,1158700135,8/12/2014,420000.0,3,2.5,2060,7020,1.0,0.0,0.0,4,8,1460,600.0,1967,0.0,98177,47.7575,-122.36399999999999,2150,8400
2629,7983000200,10/5/2014,169575.0,3,1.0,1300,8284,1.0,0.0,0.0,3,7,1300,0.0,1968,0.0,98003,47.3327,-122.306,1360,7848
2630,7983000200,2/25/2015,250000.0,3,1.0,1300,8284,1.0,0.0,0.0,3,7,1300,0.0,1968,0.0,98003,47.3327,-122.306,1360,7848
2633,6791400320,9/23/2014,257500.0,3,1.75,1530,14087,1.0,0.0,0.0,3,7,1070,460.0,1979,0.0,98042,47.3146,-122.04299999999999,1770,13660
2634,3992700036,6/26/2014,415000.0,3,1.0,1170,6700,1.0,0.0,0.0,3,8,1170,0.0,1957,0.0,98125,47.7122,-122.29,2410,7620
2636,8732000390,5/29/2014,246500.0,3,1.5,1270,11600,1.0,0.0,0.0,4,7,1270,0.0,1964,0.0,98031,47.4075,-122.196,1380,9945
2637,1441800030,7/6/2014,395000.0,3,1.75,1480,7700,1.0,0.0,0.0,3,8,1480,0.0,1975,0.0,98034,47.7225,-122.20200000000001,1930,8560
2640,2268000370,7/8/2014,190000.0,3,1.0,910,10575,1.0,0.0,0.0,4,7,910,0.0,1968,0.0,98003,47.2741,-122.301,1470,10425
2641,2023049350,4/10/2015,305000.0,3,1.5,1480,9086,1.0,0.0,0.0,3,7,1480,0.0,1962,0.0,98168,47.4717,-122.323,1540,9750
2648,1687000200,4/10/2015,259000.0,3,2.5,2153,4400,2.0,0.0,0.0,3,8,2153,0.0,2007,0.0,98001,47.2872,-122.28299999999999,2434,4400
2654,5469502860,1/7/2015,350000.0,5,2.75,2980,13482,1.0,0.0,0.0,4,8,1730,1250.0,1975,0.0,98042,47.3774,-122.16,2900,14800
2657,7957600075,4/6/2015,202500.0,3,1.5,1510,9898,1.0,0.0,0.0,3,7,1110,400.0,1954,0.0,98148,47.4303,-122.334,1420,9250
2659,2366800055,12/3/2014,225000.0,3,2.5,1740,10050,2.0,0.0,0.0,3,7,1740,0.0,1989,0.0,98001,47.2671,-122.236,1300,10125
2660,7272001805,3/9/2015,418200.0,3,2.25,2240,9542,1.0,0.0,1.0,3,7,1190,1050.0,1980,0.0,98198,47.3995,-122.318,2080,9542
2661,3582700070,12/5/2014,356500.0,4,1.75,1570,9670,1.0,0.0,0.0,3,7,1170,400.0,1959,0.0,98028,47.7432,-122.24799999999999,2080,9100
2667,3021059155,12/12/2014,161500.0,3,1.0,1220,6000,1.0,0.0,0.0,5,7,1220,0.0,1961,0.0,98002,47.2811,-122.214,1420,13137
2668,3580900160,10/10/2014,311000.0,3,1.0,1310,8370,1.5,0.0,0.0,3,7,1310,0.0,1962,0.0,98034,47.7284,-122.241,1310,8370
